"","Squad","Player","Age","Gls","Ast","PK","CrdY","CrdR","xG_Expected","xA_Expected","single_pos","Min_percent_Playing_Time","Subs_Subs","unSub_Subs","Plus_Minus_Team_Success","On_minus_Off_Team_Success_xG","Sh_Standard","SoT_percent_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","PrgDist_Total","KP","PPA","CrsPA","Prog","Tkl_Tackles","Tkl_percent_Vs_Dribbles","Press_Pressures","_percent_Pressures","Blocks_Blocks","Int","Clr","Err","GA","SoTA","Save_percent","CS","player_height_mtrs","player_market_value_euro","forward","defender","midfield","keeper"
"1","Milan","Mike Maignan","26",0,1,0,1,0,0,0.4,"GK",84.2,0,0,34,0.95,0,0,0,1150,79.1,16472,2,1,0,1,0,0,2,50,0,0,0,1,21,101,81.2,17,"1.91",3.5e+07,0,0,0,1
"2","Milan","Rafael Leão","22",11,10,0,4,0,9.1,6.3,"FW",76.2,3,1,34,0.43,97,39.2,0.09,805,71.9,3224,45,51,9,119,23,38.1,267,29.2,21,22,5,0,0,0,0,0,"1.88",7e+07,1,0,0,0
"3","Milan","Sandro Tonali","21",5,2,0,9,0,4.3,4,"MF",76,5,1,36,0.35,38,28.9,0.11,1481,81.6,6797,44,26,7,104,50,44.4,576,31.9,39,57,19,1,0,0,0,0,"1.81",5e+07,0,0,1,0
"4","Milan","Fikayo Tomori","23",0,0,0,4,0,2.2,0.1,"DF",79.5,1,1,36,-0.15,11,18.2,0.2,1696,88.7,9961,3,0,0,72,73,58.6,413,35.1,60,76,101,0,0,0,0,0,"1.85",5e+07,0,1,0,0
"5","Milan","Theo Hernández","23",5,5,1,7,2,3.9,6.4,"DF",79.3,2,0,36,0.81,40,32.5,0.07,1748,81.2,9249,50,36,15,123,62,57.1,385,32.7,38,55,34,2,0,0,0,0,"1.84",5.5e+07,0,1,0,0
"6","Milan","Franck Kessié","24",6,0,2,2,0,4.4,1.5,"MF",67.5,6,0,22,-0.41,32,25,0.07,1329,87.4,5060,25,18,4,103,52,60,424,32.8,45,48,26,0,0,0,0,0,"1.83",4.5e+07,0,0,1,0
"7","Milan","Brahim Díaz","21",3,3,0,4,0,4.7,2.5,"MF",54.2,6,4,19,0.33,30,20,0.16,730,84.4,2248,31,29,3,67,34,35,369,28.5,8,12,6,0,0,0,0,0,"1.71",1.8e+07,0,0,1,0
"8","Milan","Davide Calabria","24",2,2,0,2,0,3.2,1.4,"DF",62,2,1,23,0.03,36,22.2,0.09,1267,76.2,7859,19,26,13,115,76,46.7,395,31.9,46,41,35,0,0,0,0,0,"1.76",2.5e+07,0,1,0,0
"9","Milan","Olivier Giroud","34",11,3,2,4,0,10.3,2,"FW",55.3,7,1,21,-0.09,61,37.7,0.14,486,69.3,655,21,11,1,23,17,18.2,378,25.1,19,4,20,0,0,0,0,0,"1.93",3500000,1,0,0,0
"10","Milan","Alexis Saelemaekers","22",1,3,0,2,0,3.3,3.6,"FW",54.5,14,2,16,0.3,39,30.8,0.09,867,79.1,2486,36,26,9,67,41,33.3,414,25.4,24,28,8,0,0,0,0,0,"1.8",1.7e+07,1,0,0,0
"11","Milan","Pierre Kalulu","21",1,2,0,4,0,0.4,0.5,"DF",56.8,7,10,26,0.47,5,40,0.08,1155,88,6732,6,11,6,58,64,76.9,361,34.6,45,51,52,0,0,0,0,0,"1.79",2.8e+07,0,1,0,0
"12","Milan","Alessio Romagnoli","26",1,0,0,4,1,0.7,0.1,"DF",41.2,3,10,9,-0.45,12,41.7,0.06,980,89.5,5644,3,2,0,60,25,66.7,147,34.7,26,28,50,0,0,0,0,0,"1.85",1.7e+07,0,1,0,0
"13","Milan","Ismaël Bennacer","23",2,1,0,7,0,0.8,2,"MF",44.6,16,0,15,-0.34,16,37.5,0.05,1097,86.9,5170,20,21,4,114,52,38.8,410,32.4,20,42,17,0,0,0,0,0,"1.75",3.3e+07,0,0,1,0
"14","Milan","Junior Messias","30",5,2,0,2,0,3.6,2,"FW",41.8,12,1,17,-0.16,44,38.6,0.08,547,67.5,1759,18,19,6,47,34,37.9,276,27.9,20,33,12,0,0,0,0,0,"1.74",6e+06,1,0,0,0
"15","Milan","Alessandro Florenzi","30",2,0,0,2,0,0.7,1.2,"DF",33.7,12,4,13,0.18,22,27.3,0.03,805,80.7,4513,12,28,8,63,28,29,188,30.3,16,33,15,2,0,0,0,0,"1.73",5500000,0,1,0,0
"16","Milan","Matteo Gabbia","21",0,0,0,3,0,0.1,0.1,"DF",15.7,2,28,6,0.56,1,0,0.11,418,88,2411,1,1,0,19,5,0,58,46.6,2,14,14,0,0,0,0,0,"1.85",6e+06,0,1,0,0
"17","Milan","Tiemoué Bakayoko","26",0,0,0,3,0,0.3,0.5,"MF",14.6,9,15,3,0.2,4,0,0.07,312,88.5,933,3,3,0,18,19,27.8,141,31.9,10,11,8,1,0,0,0,0,"1.89",1e+07,0,0,1,0
"18","Milan","Fodé Ballo-Touré","24",0,0,0,2,0,0.5,0.2,"DF",13,5,22,-1,-1.3,3,33.3,0.18,273,84.6,1087,4,8,4,18,19,37.5,93,33.3,12,4,4,0,0,0,0,0,"1.82",3500000,0,1,0,0
"19","Milan","Daniel Maldini","19",1,0,0,1,0,0.2,0.1,"MF",4.3,6,22,0,-1.21,3,33.3,0.08,50,66,109,1,1,0,4,5,25,36,30.6,6,1,0,0,0,0,0,0,"1.81",2e+06,0,0,1,0
"20","Milan","Pietro Pellegri","20",0,0,0,0,0,0.2,0.4,"FW",3.8,5,6,3,0.51,3,33.3,0.07,19,63.2,11,3,0,0,0,3,0,42,31,0,2,1,0,0,0,0,0,"1.88",4500000,1,0,0,0
"21","Milan","Samu Castillejo","26",0,0,0,1,0,0.1,0.2,"FW",3.7,4,17,6,-0.03,2,0,0.05,68,82.4,235,2,4,3,4,2,0,30,36.7,4,2,1,0,0,0,0,0,"1.82",4e+06,1,0,0,0
"22","Milan","Andrea Conti","27",0,0,0,0,0,0,0,"DF",0.4,1,13,1,6.47,0,0,0,5,80,6,0,0,0,0,0,0,1,100,0,0,1,0,0,0,0,0,"1.84",2500000,0,1,0,0
"23","Milan","Luca Stanga","19",0,0,0,0,0,0,0,"DF",0.1,1,3,0,-0.13,0,0,0,2,100,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,"1.85",150000,0,1,0,0
"24","Internazionale","Nicolò Barella","24",3,11,0,9,0,5.2,7.9,"MF",85.2,0,1,45,-0.4,68,17.6,0.08,1848,83.5,8479,60,80,18,190,66,43.8,421,29,31,34,13,1,0,0,0,0,"1.72",7e+07,0,0,1,0
"25","Internazionale","Alessandro Bastoni","22",1,2,0,4,0,0.5,1.4,"DF",67.6,2,1,39,-0.6,9,22.2,0.06,1798,89,9679,11,17,4,104,50,57.7,293,39.6,40,38,71,2,0,0,0,0,"1.9",6e+07,0,1,0,0
"26","Internazionale","Stefan de Vrij","29",0,0,0,3,0,2.5,0,"DF",70.5,2,2,37,0.14,19,15.8,0.13,1528,93.1,7503,0,4,0,47,42,53.8,206,40.3,20,44,94,1,0,0,0,0,"1.89",2.8e+07,0,1,0,0
"27","Internazionale","Lautaro Martínez","23",21,3,3,6,0,19.6,3.5,"FW",66.7,7,1,35,0.43,111,42.3,0.14,532,74.8,1260,29,22,4,39,25,40,379,27.4,25,22,7,0,0,0,0,0,"1.74",7.5e+07,1,0,0,0
"28","Internazionale","Denzel Dumfries","25",5,4,0,3,0,5.8,3.9,"DF",59.3,12,5,40,0.44,39,43.6,0.15,864,74.9,3592,27,27,9,81,40,41.9,292,32.2,29,26,27,0,0,0,0,0,"1.88",2.5e+07,0,1,0,0
"29","Internazionale","Matteo Darmian","31",2,1,0,4,0,0.9,2.2,"DF",44.1,7,9,13,-0.61,8,50,0.11,701,80.3,4010,21,23,10,61,30,39.4,207,30.9,24,20,19,0,0,0,0,0,"1.83",5e+06,0,1,0,0
"30","Internazionale","Federico Dimarco","23",2,3,0,1,0,3.5,5.2,"DF",41.8,19,6,23,0.48,38,44.7,0.07,1212,82.2,6795,50,29,16,85,22,43.5,183,27.9,19,27,13,0,0,0,0,0,"1.75",1.8e+07,0,1,0,0
"31","Internazionale","Joaquín Correa","26",6,1,0,2,0,4.8,2,"FW",30,14,0,18,0.29,35,45.7,0.14,343,83.4,899,18,17,1,38,13,20,220,24.5,8,8,3,0,0,0,0,0,"1.88",2.3e+07,1,0,0,0
"32","Internazionale","Danilo D'Ambrosio","32",1,1,0,2,0,1.9,0.1,"DF",29.2,11,18,17,0.11,14,21.4,0.14,737,88.7,3739,2,3,0,28,29,40,114,39.5,27,10,24,1,0,0,0,0,"1.8",3e+06,0,1,0,0
"33","Internazionale","Alexis Sánchez","32",5,2,0,0,0,5.3,1.7,"FW",25.8,20,6,8,0.18,33,39.4,0.16,457,77.7,1723,19,30,4,62,12,30,164,33.5,2,7,1,0,0,0,0,0,"1.68",3500000,1,0,0,0
"34","Internazionale","Roberto Gagliardini","27",2,2,0,2,0,1,1.9,"MF",19,12,17,4,-0.07,8,50,0.12,349,85.1,1202,7,4,0,25,9,9.1,167,30.5,15,13,6,0,0,0,0,0,"1.88",8e+06,0,0,1,0
"35","Internazionale","Andrea Ranocchia","33",0,0,0,1,0,0.2,0,"DF",10,3,30,5,0.07,2,50,0.09,186,95.2,1381,0,1,0,6,8,33.3,48,41.7,4,6,20,0,0,0,0,0,"1.95",8e+05,0,1,0,0
"36","Internazionale","Arturo Vidal","34",1,1,0,3,0,1.8,2.3,"MF",21.7,26,2,11,0.23,18,50,0.1,583,88,2266,14,16,2,51,35,38.5,175,28.6,14,9,9,0,0,0,0,0,"1.8",2e+06,0,0,1,0
"37","Internazionale","Matías Vecino","29",1,0,0,2,0,1.3,0.8,"MF",11,15,18,8,1.36,7,28.6,0.19,210,77.6,961,4,9,1,31,8,0,83,21.7,12,4,8,0,0,0,0,0,"1.87",3500000,0,0,1,0
"38","Internazionale","Stefano Sensi","25",0,0,0,0,0,0.3,0.3,"MF",4.9,8,8,3,-0.8,3,0,0.11,124,85.5,310,4,1,1,5,4,50,28,21.4,2,1,0,0,0,0,0,0,"1.68",7e+06,0,0,1,0
"39","Internazionale","Robin Gosens","27",0,1,0,1,0,0.3,0.4,"DF",4.9,7,4,2,0.7,4,25,0.08,112,80.4,492,2,3,2,9,3,33.3,27,33.3,5,2,3,0,0,0,0,0,"1.83",2.8e+07,0,1,0,0
"40","Internazionale","Aleksandar Kolarov","35",0,0,0,0,0,0,0,"DF",1.2,3,20,0,1.06,1,0,0.02,37,81.1,235,0,1,0,3,1,100,1,0,0,1,1,0,0,0,0,0,"1.87",5e+05,0,1,0,0
"41","Internazionale","Felipe Caicedo","32",0,0,0,0,0,0,0.2,"FW",0.7,3,10,0,-3.18,0,0,0,8,37.5,6,1,1,0,1,0,0,6,50,1,0,0,0,0,0,0,0,"1.83",1500000,1,0,0,0
"42","Internazionale","Mattia Zanotti","18",0,0,0,0,0,0,0.1,"DF",0.3,1,3,0,-0.07,0,0,0,13,100,37,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,"1.77",350000,0,1,0,0
"43","Napoli","Mário Rui","30",0,5,0,7,0,1.7,3.3,"DF",87.5,0,1,38,0.67,32,31.3,0.05,2455,84.4,12199,40,39,8,134,78,51.9,381,34.9,48,49,45,0,0,0,0,0,"1.68",8e+06,0,1,0,0
"44","Napoli","Amir Rrahmani","27",4,0,0,5,0,3.7,0.2,"DF",85.6,0,4,32,0.13,22,40.9,0.17,1999,91.3,11632,5,3,0,74,35,85,238,37.4,50,36,93,1,0,0,0,0,"1.92",2.5e+07,0,1,0,0
"45","Napoli","Giovanni Di Lorenzo","27",1,4,0,3,0,1.2,2.7,"DF",83.9,0,1,41,1.11,20,25,0.06,2309,88,12444,32,44,10,159,69,53.2,381,35.7,49,46,36,0,0,0,0,0,"1.83",2.5e+07,0,1,0,0
"46","Napoli","David Ospina","32",0,0,0,1,0,0,0,"GK",81.6,0,5,33,-0.24,0,0,0,996,81.4,12528,0,0,0,1,0,0,0,0,0,0,0,0,25,104,76.9,13,"1.83",5e+06,0,0,0,1
"47","Napoli","Lorenzo Insigne","30",11,8,9,2,0,15.1,5.7,"FW",67,4,1,29,0.13,81,29.6,0.06,1506,79.7,5654,64,53,7,126,25,18,361,29.6,33,40,0,0,0,0,0,0,"1.63",2.5e+07,1,0,0,0
"48","Napoli","Kalidou Koulibaly","30",3,1,0,5,1,1.7,0.5,"DF",70.3,0,0,39,-0.09,11,63.6,0.16,1630,87.4,10750,8,6,0,89,60,55.8,249,41.8,51,40,83,0,0,0,0,0,"1.86",3.5e+07,0,1,0,0
"49","Napoli","Victor Osimhen","22",14,2,0,5,1,11.5,1.8,"FW",58,4,0,26,0.01,91,30.8,0.13,349,70.8,429,16,3,1,9,15,25,308,24,17,9,17,0,0,0,0,0,"1.86",6.5e+07,1,0,0,0
"50","Napoli","Matteo Politano","27",3,4,0,3,0,2.7,4,"FW",48.2,13,2,9,-0.13,42,26.2,0.06,772,71.2,2936,36,27,8,65,25,23.9,309,29.8,20,16,7,0,0,0,0,0,"1.71",2e+07,1,0,0,0
"51","Napoli","Hirving Lozano","26",5,5,0,3,0,6.1,2.7,"FW",47.2,10,1,30,0.35,51,37.3,0.12,597,78.4,1761,30,34,15,56,30,36.4,322,25.5,27,14,6,0,0,0,0,0,"1.75",3e+07,1,0,0,0
"52","Napoli","Stanislav Lobotka","26",1,0,0,2,0,0.1,0.6,"MF",49.3,4,6,21,0.21,2,50,0.03,1444,93.1,5098,15,6,0,80,40,27,331,39,17,28,12,0,0,0,0,0,"1.7",2e+07,0,0,1,0
"53","Napoli","Dries Mertens","34",11,1,1,2,0,4.6,2.4,"FW",40.5,14,3,25,-0.07,44,43.2,0.09,553,74.9,1663,32,18,3,52,13,12.5,309,31.1,6,7,2,0,0,0,0,0,"1.69",4e+06,1,0,0,0
"54","Napoli","Juan Jesus","30",1,0,0,1,0,0.6,0.2,"DF",37.4,7,17,7,-0.39,4,25,0.14,842,89.4,4538,4,2,0,27,29,56.3,155,42.6,29,18,37,0,0,0,0,0,"1.85",4e+06,0,1,0,0
"55","Napoli","Diego Demme","29",1,0,0,4,0,0.3,0.3,"MF",20.2,12,13,3,-0.83,2,50,0.14,600,90.2,2211,3,6,2,29,19,42.3,221,24.9,14,12,4,0,0,0,0,0,"1.7",8e+06,0,0,1,0
"56","Napoli","Alex Meret","24",0,0,0,0,0,0,0,"GK",18.1,0,25,10,0.37,0,0,0,193,89.1,2274,0,0,0,0,0,0,1,0,0,0,0,1,6,29,79.3,3,"1.9",1e+07,0,0,0,1
"57","Napoli","Alessandro Zanoli","20",0,0,0,2,0,0,0.2,"DF",13.4,7,21,5,-0.89,0,0,0,285,79.6,1422,2,4,2,13,9,33.3,74,23,5,11,11,0,0,0,0,0,"1.88",4e+06,0,1,0,0
"58","Napoli","Andrea Petagna","26",3,1,0,1,0,1.6,1.4,"FW",17.1,20,11,5,0.04,13,46.2,0.12,160,73.1,226,10,3,0,6,4,66.7,86,37.2,1,0,3,0,0,0,0,0,"1.9",1.2e+07,1,0,0,0
"59","Napoli","Faouzi Ghoulam","30",0,0,0,1,0,0.1,0.4,"DF",9.7,11,15,5,-0.67,3,33.3,0.05,282,83.3,1248,7,5,3,17,2,0,27,25.9,4,2,10,0,0,0,0,0,"1.84",1400000,0,1,0,0
"60","Napoli","Kévin Malcuit","30",0,1,0,3,0,0.1,0.4,"DF",8.4,6,18,-3,-1.26,1,0,0.07,166,71.1,763,2,2,1,8,3,66.7,45,24.4,5,5,6,0,0,0,0,0,"1.78",1e+06,0,1,0,0
"61","Napoli","Adam Ounas","24",0,0,0,1,0,0.9,1,"MF",9.5,14,6,2,0.24,13,15.4,0.07,205,80,985,12,13,3,25,6,33.3,57,26.3,3,5,2,0,0,0,0,0,"1.72",7e+06,0,0,1,0
"62","Napoli","Gianluca Gaetano","21",0,0,0,0,0,0,0,"MF",0.6,2,0,1,-0.54,0,0,0,11,81.8,40,0,0,0,1,2,50,8,25,0,2,0,0,0,0,0,0,"1.83",4500000,0,0,1,0
"63","Napoli","Davide Marfella","21",0,0,0,0,0,0,0,"GK",0.3,1,34,0,-5.89,0,0,0,1,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,"1.82",50000,0,0,0,1
"64","Napoli","Axel Tuanzebe","23",0,0,0,0,0,0,0,"DF",0.3,1,9,0,-0.16,0,0,0,4,100,49,0,0,0,1,0,0,2,50,1,0,0,0,0,0,0,0,"1.85",7e+06,0,1,0,0
"65","Juventus","Matthijs de Ligt","21",3,1,0,4,1,1.6,0.5,"DF",78.2,2,6,18,0.58,20,50,0.08,1664,89.9,9255,8,4,1,51,38,66.7,253,41.1,48,42,130,0,0,0,0,0,"1.89",7e+07,0,1,0,0
"66","Juventus","Juan Cuadrado","33",4,3,0,9,0,2,5,"DF",72.7,5,2,22,0.65,36,36.1,0.06,1868,85.1,10204,59,44,16,168,57,57.1,307,33.9,40,43,27,0,0,0,0,0,"1.76",8e+06,0,1,0,0
"67","Juventus","Adrien Rabiot","26",0,2,0,5,0,1.7,1.8,"MF",66.8,4,2,5,-0.06,26,26.9,0.07,1041,82.7,3618,20,15,5,61,74,42.4,576,32.6,53,32,29,1,0,0,0,0,"1.88",1.7e+07,0,0,1,0
"68","Juventus","Álvaro Morata","28",9,4,1,5,0,8,6.1,"FW",67.3,9,1,17,0.17,60,38.3,0.12,679,75.4,1457,44,20,6,43,20,28.6,435,28.7,37,16,19,0,0,0,0,0,"1.87",2.5e+07,1,0,0,0
"69","Juventus","Paulo Dybala","27",10,5,1,3,0,8.1,3.7,"FW",60.3,3,0,10,0.08,98,37.8,0.07,1130,81.1,3637,38,32,7,99,26,15.2,331,27.5,24,19,3,0,0,0,0,0,"1.77",3.5e+07,1,0,0,0
"70","Juventus","Manuel Locatelli","23",3,3,0,6,0,2.1,1.8,"MF",63.2,8,0,15,0.09,21,14.3,0.1,1443,85.9,7827,22,27,1,123,46,29.7,363,29.5,53,38,42,0,0,0,0,0,"1.85",3.5e+07,0,0,1,0
"71","Juventus","Leonardo Bonucci","34",5,0,3,1,0,4.9,0.4,"DF",58.6,2,6,4,-0.22,14,21.4,0.19,1280,86.5,10230,5,4,0,65,16,81.8,98,39.8,38,35,88,1,0,0,0,0,"1.9",6e+06,0,1,0,0
"72","Juventus","Danilo","30",1,2,0,6,0,1.2,1.2,"DF",55.4,0,2,12,-0.05,14,21.4,0.09,1450,87,9267,15,16,5,96,38,57.1,162,33.3,30,39,64,0,0,0,0,0,"1.84",1.3e+07,0,1,0,0
"73","Juventus","Alex Sandro","30",0,1,0,3,0,0.7,1.4,"DF",52,11,4,1,-0.19,9,22.2,0.08,1096,84.5,6280,22,28,13,83,29,23.1,216,31.9,34,35,37,0,0,0,0,0,"1.81",6e+06,0,1,0,0
"74","Juventus","Federico Bernardeschi","27",1,3,0,5,0,1.4,1.9,"MF",43.1,12,3,13,0.02,34,23.5,0.04,599,76.8,2164,18,24,4,62,16,41.7,237,32.5,23,11,8,1,0,0,0,0,"1.83",1e+07,0,0,1,0
"75","Juventus","Giorgio Chiellini","36",0,0,0,2,0,0.6,0.3,"DF",39.6,5,6,6,-0.05,4,0,0.15,923,84.5,5850,7,3,0,76,20,54.5,107,40.2,31,18,74,0,0,0,0,0,"1.87",1500000,0,1,0,0
"76","Juventus","Weston McKennie","22",3,0,0,1,0,2.3,1.2,"MF",40,6,2,4,-0.32,23,21.7,0.1,577,76.8,1998,18,13,2,38,29,38.1,279,31.9,26,25,17,0,0,0,0,0,"1.77",2.5e+07,0,0,1,0
"77","Juventus","Luca Pellegrini","22",0,1,0,6,0,0.2,1.6,"DF",32.4,3,17,13,0.79,6,16.7,0.03,684,76,3785,13,16,8,35,26,62.5,176,36.9,23,15,22,0,0,0,0,0,"1.78",9e+06,0,1,0,0
"78","Juventus","Mattia De Sciglio","28",1,2,0,2,1,0.2,2.4,"DF",34.2,7,7,5,-0.83,6,33.3,0.04,668,81.3,3955,21,17,12,48,20,33.3,137,24.1,26,26,38,0,0,0,0,0,"1.83",6e+06,0,1,0,0
"79","Juventus","Rodrigo Bentancur","24",0,1,0,1,0,0.4,0.3,"MF",33.8,6,3,7,0.24,8,12.5,0.06,756,87.3,2858,8,5,0,56,35,30.8,285,33.3,21,37,18,0,0,0,0,0,"1.87",2.8e+07,0,0,1,0
"80","Juventus","Moise Kean","21",5,2,0,5,0,4.1,0.1,"FW",32.1,20,0,5,-0.17,28,35.7,0.15,238,75.2,328,4,3,1,8,10,50,174,25.9,9,4,4,1,0,0,0,0,"1.83",2.4e+07,1,0,0,0
"81","Juventus","Dušan Vlahović","21",7,1,0,2,0,5.4,1.2,"FW",31.5,3,0,9,-0.19,45,44.4,0.12,233,68.2,425,8,7,0,12,3,0,101,34.7,2,2,6,0,0,0,0,0,"1.9",8.5e+07,1,0,0,0
"82","Juventus","Federico Chiesa","23",2,2,0,0,0,2.3,1.2,"MF",25.2,3,0,4,0.29,28,32.1,0.08,284,77.1,1300,17,12,6,29,23,33.3,144,30.6,12,8,6,0,0,0,0,0,"1.75",6.5e+07,0,0,1,0
"83","Juventus","Daniele Rugani","27",0,0,0,2,0,0.2,0,"DF",25.7,3,23,5,-0.74,2,0,0.08,545,90.6,3030,1,0,0,20,9,42.9,98,32.7,18,16,39,0,0,0,0,0,"1.9",3500000,0,1,0,0
"84","Juventus","Denis Zakaria","24",1,1,0,1,0,1.5,0.3,"MF",17.5,3,1,4,0.28,10,40,0.15,178,77.5,799,4,6,2,13,10,12.5,132,23.5,12,14,5,0,0,0,0,0,"1.91",2.7e+07,0,0,1,0
"85","Juventus","Dejan Kulusevski","21",1,3,0,1,0,1.9,1.2,"FW",22.6,15,2,7,0.54,18,33.3,0.11,244,80.3,663,10,13,3,22,17,36.8,227,26.9,11,15,2,0,0,0,0,0,"1.86",4e+07,1,0,0,0
"86","Juventus","Mattia Perin","28",0,0,0,0,0,0,0,"GK",11.8,0,32,0,0.02,0,0,0,137,79.6,1214,0,0,0,0,0,0,0,0,0,0,0,0,7,16,56.3,1,"1.88",4e+06,0,0,0,1
"87","Juventus","Fabio Miretti","17",0,0,0,0,0,0.1,0.4,"MF",9.4,2,7,2,-0.11,2,0,0.05,150,82.7,856,5,3,0,18,9,16.7,120,21.7,3,2,1,0,0,0,0,0,"1.79",5e+06,0,0,1,0
"88","Juventus","Aaron Ramsey","30",0,0,0,0,0,0,0.1,"MF",2.9,2,6,-1,-1.69,0,0,0,67,89.6,274,2,0,0,4,0,0,4,0,0,2,0,0,0,0,0,0,"1.82",3e+06,0,0,1,0
"89","Juventus","Kaio Jorge","19",0,0,0,0,0,0.9,0.3,"MF",3.5,9,11,2,1.25,5,20,0.18,38,76.3,61,2,0,0,1,3,0,24,25,1,0,2,0,0,0,0,0,"1.82",7e+06,0,0,1,0
"90","Juventus","Marley Aké","20",0,0,0,1,0,0,0,"MF",2.3,4,8,-3,-3.05,0,0,0,17,76.5,78,0,1,1,3,0,0,30,6.7,0,2,0,0,0,0,0,0,"1.77",2500000,0,0,1,0
"91","Juventus","Carlo Pinsoglio","31",0,0,0,0,0,0,0,"GK",1.3,1,35,-1,-2.65,0,0,0,11,90.9,224,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,"1.94",4e+05,0,0,0,1
"92","Juventus","Cristiano Ronaldo","36",0,0,0,1,0,0.2,0,"FW",0.9,1,0,-1,-2.6,1,0,0.17,12,75,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1.87",3e+07,1,0,0,0
"93","Juventus","Martin Palumbo","19",0,0,0,0,0,0,0,"MF",0.4,1,0,-1,-1.02,0,0,0,2,100,18,0,0,0,1,1,0,6,16.7,1,0,1,0,0,0,0,0,"1.83",7e+05,0,0,1,0
"94","Lazio","Sergej Milinković-Savić","26",11,10,0,6,1,7.3,6,"MF",90.6,1,0,23,1.08,75,41.3,0.1,2366,81.9,8084,53,53,11,170,54,19.6,539,28.4,52,55,50,0,0,0,0,0,"1.91",7e+07,0,0,1,0
"95","Lazio","Felipe Anderson","28",6,8,0,2,0,5.5,6.9,"FW",84.4,5,0,11,0.13,44,36.4,0.13,1424,77.8,4561,52,64,12,123,82,30.4,784,23,65,37,16,1,0,0,0,0,"1.75",1.3e+07,1,0,0,0
"96","Lazio","Ciro Immobile","31",27,2,7,4,0,22.2,3,"FW",79.3,0,0,21,0.42,109,45.9,0.14,886,78.3,1197,26,17,2,34,12,12.5,456,22.1,14,12,15,0,0,0,0,0,"1.85",2.7e+07,1,0,0,0
"97","Lazio","Francesco Acerbi","33",4,0,0,2,1,2.2,0.4,"DF",74.2,1,0,12,-0.51,16,43.8,0.14,2006,90.3,11558,6,6,0,88,27,45,165,29.1,48,48,115,1,0,0,0,0,"1.92",4e+06,0,1,0,0
"98","Lazio","Luiz Felipe","24",0,0,0,9,1,0.3,0.1,"DF",72.8,3,3,11,-0.18,5,20,0.05,1818,92,11071,2,3,0,74,50,51.5,180,37.8,56,42,109,0,0,0,0,0,"1.87",1.6e+07,0,1,0,0
"99","Lazio","Luis Alberto","28",5,9,0,5,0,3.5,7.8,"MF",68.8,7,1,16,0.36,47,34,0.08,1976,83.1,9086,63,49,7,180,31,24.4,413,25.7,29,22,6,0,0,0,0,0,"1.83",2.8e+07,0,0,1,0
"100","Lazio","Pedro","34",9,4,0,5,0,5.2,3.3,"FW",59.4,7,0,8,-0.66,37,54.1,0.14,937,84,2992,30,37,8,86,38,47.6,305,27.2,21,18,6,0,0,0,0,0,"1.67",3e+06,1,0,0,0
