"","Squad","Player","Age","Gls","Ast","PK","CrdY","CrdR","xG_Expected","xA_Expected","single_pos","Min_percent_Playing_Time","Subs_Subs","unSub_Subs","Plus_Minus_Team_Success","On_minus_Off_Team_Success_xG","Sh_Standard","SoT_percent_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","PrgDist_Total","KP","PPA","CrsPA","Prog","Tkl_Tackles","Tkl_percent_Vs_Dribbles","Press_Pressures","_percent_Pressures","Blocks_Blocks","Int","Clr","Err","GA","SoTA","Save_percent","CS","player_height_mtrs","player_market_value_euro","forward","defender","midfield","keeper"
"414","Salernitana","Wajdi Kechrida","25",0,1,0,0,0,0.3,1,"DF",27.8,7,7,-21,-0.47,6,16.7,0.04,343,72.6,2090,13,14,8,38,16,50,131,27.5,19,8,14,0,0,0,0,0,"1.84",8e+05,0,1,0,0
"415","Salernitana","Cedric Gondo","24",1,0,0,1,0,1.4,0.6,"FW",20.4,4,0,-14,0.07,20,45,0.07,174,74.7,349,13,5,2,9,4,100,119,21.8,4,5,2,0,0,0,0,0,"1.87",7e+05,1,0,0,0
"416","Salernitana","Mamadou Coulibaly","22",2,0,0,1,0,1.2,0.2,"MF",23.6,3,1,-10,0.77,10,40,0.12,333,76.3,1284,5,2,1,27,19,33.3,188,18.6,23,21,11,0,0,0,0,0,"1.83",2500000,0,0,1,0
"417","Salernitana","Emil Bohinen","22",0,1,0,5,0,0.1,0.5,"MF",20.4,3,5,1,0.67,3,100,0.04,296,81.1,1047,11,1,0,13,15,27.8,148,27.7,18,19,17,0,0,0,0,0,"1.89",4e+06,0,0,1,0
"418","Salernitana","Matteo Ruggeri","19",0,0,0,1,0,0.2,0.3,"DF",19.8,6,0,-8,0.41,3,0,0.07,303,68.6,1752,4,7,6,19,9,54.5,66,28.8,14,13,20,0,0,0,0,0,"1.87",2e+06,0,1,0,0
"419","Salernitana","Andrea Schiavone","28",1,0,0,1,0,0.3,0.6,"MF",16.7,9,7,-16,-1.08,2,50,0.13,243,83.5,1404,10,4,0,17,12,32,136,20.6,16,12,14,0,0,0,0,0,"1.76",4e+05,0,0,1,0
"420","Salernitana","Luka Bogdan","25",0,0,0,0,0,0,0,"DF",11.7,2,8,-16,-1.97,2,0,0.02,123,71.5,767,1,0,0,5,6,33.3,36,22.2,5,15,19,0,0,0,0,0,"1.95",850000,0,1,0,0
"421","Salernitana","Filippo Delli Carri","22",0,0,0,1,0,0.1,0.1,"DF",9.8,2,14,-14,-1.92,4,50,0.04,120,71.7,772,1,1,1,4,11,50,66,13.6,10,7,13,0,0,0,0,0,"1.91",350000,0,1,0,0
"422","Salernitana","Leonardo Capezzi","26",0,0,0,0,0,0,0,"MF",5.1,3,8,-3,0.26,0,0,0,48,85.4,210,0,1,0,3,4,16.7,75,21.3,9,1,3,0,0,0,0,0,"1.78",6e+05,0,0,1,0
"423","Salernitana","Lys Mousset","25",0,1,0,2,0,0.1,0.2,"FW",4.7,4,1,-2,-0.91,2,50,0.05,48,81.3,156,3,3,1,4,0,0,50,18,1,1,0,0,0,0,0,0,"1.84",6e+06,1,0,0,0
"424","Salernitana","Ramzi Aya","30",0,0,0,1,0,0,0,"DF",3.9,0,4,-8,-1.66,1,0,0.04,28,64.3,153,0,0,0,3,1,100,6,16.7,0,2,1,0,0,0,0,0,"1.84",250000,0,1,0,0
"425","Salernitana","Diego Perotti","33",0,0,0,1,0,1.4,0.3,"FW",8.4,10,4,-3,0.54,9,22.2,0.07,147,75.5,510,5,5,3,12,13,35.7,97,21.6,4,4,3,0,0,0,0,0,"1.79",5e+05,1,0,0,0
"426","Salernitana","Edoardo Vergani","20",0,0,0,0,0,0,0,"FW",3,5,13,-2,-3.4,0,0,0,24,58.3,47,0,0,0,1,3,0,31,25.8,4,0,1,0,0,0,0,0,"1.86",6e+05,1,0,0,0
"427","Salernitana","Vincenzo Fiorillo","31",0,0,0,0,0,0,0,"GK",2.6,0,19,-5,-1.76,0,0,0,31,74.2,675,0,0,0,0,0,0,0,0,0,0,0,0,5,8,37.5,0,"1.9",3e+05,0,0,0,1
"428","Salernitana","Andrei Motoc","19",0,0,0,0,0,0,0,"DF",2.6,0,2,-3,-0.53,1,0,0.01,22,81.8,182,0,0,0,0,2,100,9,22.2,3,3,2,0,0,0,0,0,"1.95",1e+05,0,1,0,0
"429","Salernitana","Mikael","22",0,0,0,0,0,0.2,0,"FW",2.5,7,9,1,1.76,3,0,0.06,17,64.7,25,0,0,0,0,1,0,16,18.8,0,0,1,0,0,0,0,0,"1.84",2e+06,1,0,0,0
"430","Salernitana","Alessandro Russo","17",0,0,0,0,0,0,0,"MF",0.8,1,2,0,-1.25,0,0,0,6,66.7,12,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,"0",1e+05,0,0,1,0
"431","Salernitana","Mario Perrone","18",0,0,0,0,0,0,0,"DF",0.4,1,2,0,0.27,0,0,0,9,77.8,42,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"0",75000,0,1,0,0
"432","Salernitana","Julian Kristoffersen","24",0,0,0,0,0,0,0,"FW",0.2,1,1,0,0.98,1,0,0.05,2,50,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1.98",2e+05,1,0,0,0
"433","Cagliari","João Pedro","29",13,4,3,9,0,12.9,3.1,"FW",97.2,0,0,-35,-0.44,87,37.9,0.11,736,71.1,1691,27,23,3,54,22,33.3,482,24.3,23,13,23,0,0,0,0,0,"1.84",1.2e+07,1,0,0,0
"434","Cagliari","Alessio Cragno","27",0,0,0,3,0,0,0,"GK",92.1,0,0,-31,0.83,0,0,0,1214,62.2,20921,0,0,0,0,1,100,5,40,0,0,1,2,63,167,65.9,2,"1.84",1e+07,0,0,0,1
"435","Cagliari","Alessandro Deiola","25",4,1,0,5,0,2.3,1.3,"MF",62.3,5,3,-26,-0.54,26,42.3,0.09,771,77.8,2620,13,13,2,59,43,24,418,25.4,41,37,37,0,0,0,0,0,"1.9",2e+06,0,0,1,0
"436","Cagliari","Raoul Bellanova","21",1,2,0,3,0,1.8,3.8,"DF",73,4,4,-27,0.01,23,21.7,0.08,940,72.1,3230,32,28,19,49,36,25.7,281,26.7,56,44,40,0,0,0,0,0,"1.88",7e+06,0,1,0,0
"437","Cagliari","Alberto Grassi","26",0,1,0,6,1,1.1,1.4,"MF",63.6,4,6,-15,0.51,25,8,0.04,1052,82.1,3313,13,6,1,62,48,33.3,308,30.2,38,77,36,0,0,0,0,0,"1.83",2500000,0,0,1,0
"438","Cagliari","Andrea Carboni","20",0,0,0,6,0,0.6,0.2,"DF",64.8,5,7,-17,0.41,10,0,0.06,1076,75.4,5757,4,13,4,81,47,35.9,359,31.2,45,55,97,1,0,0,0,0,"1.87",5e+06,0,1,0,0
"439","Cagliari","Giorgio Altare","22",1,0,0,5,0,1.3,0.5,"DF",42.9,2,18,-9,0.32,18,33.3,0.08,818,68.8,5508,8,9,4,57,42,57.7,166,38,26,44,75,0,0,0,0,0,"1.9",2e+06,0,1,0,0
"440","Cagliari","Nahitan Nández","25",0,2,0,4,0,0.9,1.7,"MF",44.5,5,0,-16,-0.1,20,10,0.04,650,70.6,2461,20,27,11,58,39,51.4,328,29.3,19,12,15,0,0,0,0,0,"1.72",1.3e+07,0,0,1,0
"441","Cagliari","Luca Ceppitelli","31",1,1,0,3,0,0.6,0,"DF",42.3,8,6,-17,0.02,7,14.3,0.08,800,83.8,4286,1,5,0,40,20,47.4,147,34,32,36,55,0,0,0,0,0,"1.86",8e+05,0,1,0,0
"442","Cagliari","Leonardo Pavoletti","32",5,1,0,9,0,6.3,1,"FW",44.4,19,2,-16,0.25,36,30.6,0.17,508,65.9,730,13,7,0,25,15,33.3,192,30.2,18,7,13,0,0,0,0,0,"1.88",1600000,1,0,0,0
"443","Cagliari","Keita Baldé","26",3,1,0,2,0,3.2,1.1,"FW",35.9,12,3,-9,0.12,26,34.6,0.12,269,74,429,10,4,0,11,9,33.3,215,22.8,10,6,6,0,0,0,0,0,"1.81",3e+06,1,0,0,0
"444","Cagliari","Gabriele Zappa","21",0,0,0,4,1,0.5,1.3,"DF",33.5,14,11,-15,-0.65,6,33.3,0.09,619,75.3,3810,8,7,6,33,22,27.3,235,25.5,26,23,16,0,0,0,0,0,"1.87",3800000,0,1,0,0
"445","Cagliari","Gastón Pereiro","26",4,2,0,1,0,1.4,1.6,"FW",28.5,20,9,-7,0.03,21,42.9,0.07,367,63.5,1153,18,13,5,25,9,21.1,251,26.3,13,3,4,0,0,0,0,0,"1.88",3e+06,1,0,0,0
"446","Cagliari","Martín Cáceres","34",1,1,0,3,1,0.3,0.4,"DF",24.3,5,0,-9,-0.18,7,14.3,0.04,458,69.4,2499,5,4,1,26,18,41.7,85,29.4,21,22,18,0,0,0,0,0,"1.8",9e+05,0,1,0,0
"447","Cagliari","Diego Godín","35",0,1,0,3,0,0.5,0.4,"DF",23.9,2,0,-16,-0.52,7,0,0.07,434,90.6,2728,3,0,0,12,20,53.3,114,36.8,13,17,47,0,0,0,0,0,"1.87",1e+06,0,1,0,0
"448","Cagliari","Kevin Strootman","31",0,0,0,4,0,0,0.2,"MF",18.7,3,6,-5,0.1,1,0,0.02,358,81.8,1529,3,1,1,28,11,40,124,24.2,14,15,19,0,0,0,0,0,"1.86",1500000,0,0,1,0
"449","Cagliari","Sebastian Walukiewicz","21",0,0,0,1,0,0.3,0,"DF",8.8,3,7,-5,0.25,1,0,0.31,179,89.9,1042,1,2,0,8,8,75,56,39.3,6,9,11,0,0,0,0,0,"1.88",5e+06,0,1,0,0
"450","Cagliari","Adam Obert","18",0,0,0,0,0,0,0,"DF",8,3,17,0,-0.08,0,0,0,106,66,468,0,1,1,2,9,100,51,33.3,6,5,9,0,0,0,0,0,"1.88",9e+05,0,1,0,0
"451","Cagliari","Boris Radunović","25",0,0,0,0,1,0,0,"GK",7.9,0,33,-4,-0.83,0,0,0,103,56.3,1581,0,0,0,0,0,0,0,0,0,0,0,0,5,15,73.3,1,"1.94",4e+05,0,0,0,1
"452","Cagliari","Marko Rog","26",0,1,0,0,0,0.2,0.2,"MF",9.1,6,0,-3,0.11,7,14.3,0.03,147,83,408,5,1,0,6,5,16.7,65,30.8,2,2,4,0,0,0,0,0,"1.8",6e+06,0,0,1,0
"453","Cagliari","Diego Farias","31",0,0,0,0,0,0,0,"MF",1.9,4,5,-3,-0.16,1,0,0.04,35,82.9,59,0,1,0,1,1,33.3,14,35.7,0,0,0,0,0,0,0,0,"1.72",1e+06,0,0,1,0
"454","Cagliari","Christian Oliva","25",0,0,0,0,0,0,0,"MF",1.4,4,14,-1,0.85,0,0,0,32,84.4,88,0,0,0,3,2,33.3,13,38.5,1,0,0,0,0,0,0,0,"1.78",1500000,0,0,1,0
"455","Cagliari","Christos Kourfalidis","18",0,0,0,0,0,0.2,0,"MF",0.5,2,4,-1,1.69,1,100,0.21,12,66.7,15,0,0,0,0,0,0,7,42.9,1,0,0,0,0,0,0,0,"1.78",7e+05,0,0,1,0
"456","Cagliari","Paolo Faragò","28",0,0,0,0,0,0.5,0,"MF",0.5,1,2,0,5.85,2,50,0.27,8,87.5,10,0,0,0,0,2,0,5,60,3,0,0,0,0,0,0,0,"1.87",1e+06,0,0,1,0
"457","Cagliari","Luca Gagliano","21",0,0,0,0,0,0,0,"MF",0.4,2,6,0,0.49,0,0,0,5,80,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,"1.82",250000,0,0,1,0
"458","Cagliari","Damir Ceter","23",0,0,0,0,0,0,0,"FW",0.2,1,10,0,-1.7,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.87",6e+05,1,0,0,0
"459","Genoa","Salvatore Sirigu","34",0,0,0,0,0,0,0,"GK",97.4,0,1,-32,-0.37,0,0,0,1204,64.9,17522,0,0,0,0,0,0,2,0,1,0,0,1,59,175,68.6,10,"1.92",1500000,0,0,0,1
"460","Genoa","Milan Badelj","32",1,0,0,4,0,1.2,2.3,"MF",83.2,0,1,-27,0.3,22,22.7,0.05,1601,78.8,7800,27,19,2,161,66,41.8,498,32.5,51,119,43,1,0,0,0,0,"1.86",1e+06,0,0,1,0
"461","Genoa","Johan Vásquez","22",1,0,0,7,0,0.9,0.1,"DF",66.6,1,7,-17,-0.15,14,21.4,0.06,1163,72,6515,4,4,1,59,80,54,379,36.9,54,68,97,1,0,0,0,0,"1.84",4e+06,0,1,0,0
"462","Genoa","Stefano Sturaro","28",0,0,0,12,0,0.5,0.5,"MF",51.6,1,0,-17,-0.11,9,0,0.05,594,63.8,2309,7,13,5,50,53,48.7,426,31.2,38,22,33,0,0,0,0,0,"1.81",3e+06,0,0,1,0
"463","Genoa","Andrea Cambiaso","21",1,4,0,5,1,0.7,1.8,"DF",52.3,5,3,-18,-0.1,13,38.5,0.06,909,78,3933,18,18,8,52,44,47.2,341,25.8,54,36,25,1,0,0,0,0,"1.83",5e+06,0,1,0,0
"464","Genoa","Mattia Destro","30",9,1,0,4,0,7.7,1,"FW",51,6,3,-13,-0.03,55,38.2,0.14,347,60.5,726,10,5,1,25,14,60,268,29.9,18,6,16,0,0,0,0,0,"1.82",3e+06,1,0,0,0
"465","Genoa","Caleb Ekuban","27",1,2,0,2,0,3.8,2.4,"FW",50.2,12,2,-16,-0.15,39,17.9,0.1,434,69.6,900,16,10,1,27,25,31.6,317,33.8,35,9,9,0,0,0,0,0,"1.82",1800000,1,0,0,0
"466","Genoa","Domenico Criscito","34",6,1,6,4,0,5.6,0.8,"DF",47.3,2,3,-13,0.26,17,0,0.02,1005,78.7,6077,7,14,6,79,36,60,197,36,39,42,59,0,0,0,0,0,"1.83",6e+05,0,1,0,0
"467","Genoa","Manolo Portanova","21",1,0,0,4,0,2.9,0.8,"FW",38.7,7,10,-10,0.02,29,41.4,0.1,339,56.9,1044,10,4,0,22,55,55.9,364,25.3,31,21,17,0,0,0,0,0,"1.83",2500000,1,0,0,0
"468","Genoa","Nicolò Rovella","19",0,3,0,5,0,0.9,2.4,"MF",42.9,5,4,-12,0.35,17,23.5,0.05,957,79.6,3943,32,10,1,54,50,31.6,384,29.7,27,33,21,1,0,0,0,0,"1.79",1e+07,0,0,1,0
"469","Genoa","Silvan Hefti","23",0,0,0,1,0,0.2,0.9,"DF",37.7,2,2,-13,0.19,5,20,0.04,556,73.4,3059,12,16,7,47,60,53.1,330,32.7,28,36,26,0,0,0,0,0,"1.82",5e+06,0,1,0,0
"470","Genoa","Mattia Bani","27",0,0,0,1,0,1.2,0,"DF",35.4,4,7,-8,-0.06,9,0,0.13,459,73.4,2791,1,0,0,30,24,70.6,147,32,24,37,80,0,0,0,0,0,"1.88",1800000,0,1,0,0
"471","Genoa","Zinho Vanheusden","22",0,0,0,3,0,0.2,0.1,"DF",28.9,3,4,-17,-0.22,6,33.3,0.03,415,80,2067,1,0,0,20,19,61.5,112,32.1,29,23,42,0,0,0,0,0,"1.87",8e+06,0,1,0,0
"472","Genoa","Davide Biraschi","27",0,0,0,4,0,0.1,0.3,"DF",27.2,3,4,-13,-0.76,3,0,0.02,432,73.4,2589,3,6,3,30,34,55.2,167,40.1,25,14,34,0,0,0,0,0,"1.82",2e+06,0,1,0,0
"473","Genoa","Filippo Melegoni","22",1,0,0,1,0,0.6,1.5,"FW",28.7,15,9,-11,0.05,13,53.8,0.05,354,69.5,1310,16,13,5,33,19,17.6,261,32.6,21,8,6,0,0,0,0,0,"1.86",2e+06,1,0,0,0
"474","Genoa","Kelvin Yeboah","21",0,1,0,2,0,1.4,1.3,"FW",24.9,8,0,-6,0.47,16,25,0.08,186,65.1,448,11,4,2,8,11,46.2,227,28.2,25,1,5,0,0,0,0,0,"1.85",5e+06,1,0,0,0
"475","Genoa","Nadiem Amiri","24",0,1,0,0,0,1.1,1.6,"MF",20,4,0,-6,0.07,16,37.5,0.07,307,73.9,1045,21,7,1,26,11,30,155,27.7,7,5,0,0,0,0,0,0,"1.8",8e+06,0,0,1,0
"476","Genoa","Goran Pandev","38",0,1,0,1,0,0.6,1.3,"FW",24.6,13,3,-8,-0.08,7,57.1,0.09,249,73.5,722,9,6,0,20,4,0,105,34.3,6,5,0,0,0,0,0,0,"1.84",4e+05,1,0,0,0
"477","Genoa","Hernani","27",0,0,0,0,0,0.6,0.3,"MF",19.9,11,10,-16,-0.72,10,40,0.06,247,72.1,666,2,3,1,14,21,40,195,25.1,21,10,4,0,0,0,0,0,"1.88",3e+06,0,0,1,0
"478","Genoa","Morten Frendrup","20",0,0,0,1,0,0.5,0.7,"DF",20.3,4,5,-5,0.34,4,50,0.13,357,70.3,1846,4,4,1,31,32,45.8,196,35.2,24,17,11,0,0,0,0,0,"1.78",3700000,0,1,0,0
"479","Genoa","Paolo Ghiglione","24",0,1,0,3,0,0.8,0.4,"DF",17.6,7,18,-9,-0.29,8,50,0.1,339,63.4,1914,7,9,5,22,15,56.3,81,27.2,27,13,14,0,0,0,0,0,"1.91",2e+06,0,1,0,0
"480","Genoa","Mohamed Fares","25",2,1,0,2,0,1.1,0.5,"DF",17.2,3,0,-2,0.36,13,23.1,0.08,258,69,1352,5,11,6,25,10,42.9,83,30.1,11,16,5,0,0,0,0,0,"1.83",4e+06,0,1,0,0
"481","Genoa","Andrea Masiello","35",0,0,0,3,0,0,0,"DF",15.1,1,25,-7,-0.27,2,0,0.02,309,87.1,1911,1,0,0,14,8,50,43,32.6,11,12,21,0,0,0,0,0,"1.84",4e+05,0,1,0,0
"482","Genoa","Abdoulaye Touré","27",0,0,0,1,0,0.2,0,"MF",12.6,2,10,-5,-0.54,4,0,0.04,173,79.2,378,0,0,0,8,8,45.5,98,22.4,11,10,11,0,0,0,0,0,"1.88",2500000,0,0,1,0
"483","Genoa","Yayah Kallon","20",0,1,0,3,0,1.1,1,"FW",18.6,10,6,-2,0.63,11,9.1,0.1,181,65.7,365,9,4,1,9,13,27.3,141,29.8,12,8,2,0,0,0,0,0,"1.75",1500000,1,0,0,0
"484","Genoa","Stefano Sabelli","28",0,0,0,3,0,0.2,0.1,"DF",10.2,2,10,-6,-0.79,2,50,0.11,151,63.6,728,2,3,0,17,7,15.4,65,27.7,9,13,8,0,0,0,0,0,"1.76",1500000,0,1,0,0
"485","Genoa","Valon Behrami","36",0,0,0,3,0,0.1,0.1,"MF",9.1,8,5,1,0.05,1,0,0.07,70,72.9,243,1,0,0,4,6,20,75,34.7,4,5,5,1,0,0,0,0,"1.84",3e+05,0,0,1,0
"486","Genoa","Aleksander Buksa","18",0,0,0,0,0,0,0,"FW",1.8,4,6,-1,0.6,0,0,0,15,40,33,0,1,0,3,0,0,18,11.1,0,0,1,0,0,0,0,0,"1.89",1200000,1,0,0,0
"487","Genoa","Laurens Serpe","20",0,0,0,0,0,0,0,"DF",1.3,1,5,-2,-0.67,0,0,0,32,84.4,100,0,0,0,2,1,100,8,25,0,0,1,0,0,0,0,0,"1.93",175000,0,1,0,0
"488","Genoa","Andrea Favilli","24",0,0,0,0,0,0,0,"FW",1.1,1,1,-2,-0.72,0,0,0,6,83.3,0,0,0,0,0,0,0,3,33.3,0,0,2,0,0,0,0,0,"1.91",1500000,1,0,0,0
"489","Genoa","Francesco Cassata","24",0,0,0,0,0,0,0,"MF",0.2,1,1,0,0.36,0,0,0,1,100,4,0,0,0,0,0,0,2,50,0,1,0,0,0,0,0,0,"1.83",9e+05,0,0,1,0
"490","Venezia","Pietro Ceccaroni","25",2,1,0,7,1,2.1,0.3,"DF",91.3,0,1,-32,0.18,19,31.6,0.11,1703,83.1,11044,6,6,4,75,53,65.2,341,31.1,69,67,157,2,0,0,0,0,"1.88",2400000,0,1,0,0
"491","Venezia","Mattia Caldara","27",1,0,0,9,0,1.7,0,"DF",79.1,1,5,-25,-0.17,16,43.8,0.1,1153,81.4,7144,1,2,0,50,59,46.3,332,35.2,77,79,155,1,0,0,0,0,"1.87",3500000,0,1,0,0
"492","Venezia","Ethan Ampadu","20",0,3,0,13,2,0.3,1.4,"MF",66.7,3,0,-24,-0.21,7,14.3,0.05,1154,75,6607,14,13,5,95,76,44.4,429,28.9,61,55,76,0,0,0,0,0,"1.83",1.3e+07,0,0,1,0
"493","Venezia","Mattia Aramu","26",7,5,3,6,0,6.9,4.4,"MF",61.4,7,0,-15,0.91,57,28.1,0.07,804,65.8,3370,37,33,15,64,21,21.4,463,24.6,29,14,21,0,0,0,0,0,"1.8",4e+06,0,0,1,0
"494","Venezia","Ridgeciano Haps","28",1,1,0,6,0,0.4,0.4,"DF",60.1,1,3,-23,-0.63,11,18.2,0.03,871,75.8,5206,13,10,5,48,38,40.9,249,28.5,54,50,51,1,0,0,0,0,"1.75",1800000,0,1,0,0
"495","Venezia","David Okereke","23",7,0,0,5,1,4.8,1.1,"FW",60,8,0,-21,-0.35,40,45,0.12,473,70.6,1126,14,18,4,23,21,35,401,20.7,29,14,22,0,0,0,0,0,"1.81",4500000,1,0,0,0
"496","Venezia","Thomas Henry","26",9,2,0,6,1,7.2,3.5,"FW",61.8,10,0,-23,-0.11,50,46,0.15,455,61.8,736,21,9,2,20,7,40,238,29.4,12,3,26,1,0,0,0,0,"1.91",5e+06,1,0,0,0
"497","Venezia","Gianluca Busio","19",1,1,0,8,0,1,1.7,"MF",57,6,5,-22,0.02,14,35.7,0.07,904,82.9,3496,18,12,2,54,60,43.5,517,27.1,61,37,36,0,0,0,0,0,"1.7",8500000,0,0,1,0
"498","Venezia","Dennis Johnsen","23",1,2,0,2,0,1.7,2.7,"FW",42.3,9,3,-14,0.25,14,35.7,0.12,323,60.4,1137,24,18,7,29,14,22.7,249,20.5,16,9,9,0,0,0,0,0,"1.85",1400000,1,0,0,0
"499","Venezia","Niki Mäenpää","36",0,1,0,1,0,0,0.3,"GK",43.4,1,13,-14,-0.05,0,0,0,521,66.8,5913,1,0,0,0,0,0,1,0,0,0,1,3,27,78,71.8,1,"1.91",2e+05,0,0,0,1
"500","Venezia","Sergio Romero","34",0,0,0,2,0,0,0.2,"GK",42.1,0,1,-17,0.11,0,0,0,590,71.4,8067,1,0,0,1,0,0,5,20,0,0,0,0,33,99,72.7,3,"1.92",7e+05,0,0,0,1
"501","Venezia","Sofian Kiyine","23",1,0,0,8,1,1.6,2.3,"MF",36.2,12,4,-11,0.1,20,25,0.04,533,74.3,2727,19,23,0,58,30,43.2,352,25.6,21,16,10,0,0,0,0,0,"1.82",2100000,0,0,1,0
"502","Venezia","Michael Svoboda","22",0,0,0,2,1,0.9,0.1,"DF",36.1,5,17,-15,-0.08,8,0,0.12,613,84.2,4329,1,2,1,41,33,44,186,32.3,28,24,65,2,0,0,0,0,"1.95",9e+05,0,1,0,0
"503","Venezia","Tyronne Ebuehi","25",0,0,0,1,1,0.5,0.5,"DF",33.3,7,4,-11,0.66,8,12.5,0.06,508,78.1,2510,6,10,5,28,24,50,178,25.8,29,23,29,0,0,0,0,0,"1.87",1400000,0,1,0,0
"504","Venezia","Tanner Tessmann","19",0,0,0,1,1,0.8,0.2,"MF",19.9,14,17,-9,-0.44,8,37.5,0.1,222,74.8,978,4,1,0,18,9,27.3,166,23.5,22,17,24,0,0,0,0,0,"1.88",2500000,0,0,1,0
"505","Venezia","Cristian Molinaro","38",0,1,0,0,0,0,0.4,"DF",16,2,16,-7,0.27,0,0,0,323,76.2,2388,5,5,3,25,13,71.4,63,27,13,9,23,0,0,0,0,0,"1.82",250000,0,1,0,0
"506","Venezia","Luca Lezzerini","26",0,0,0,2,0,0,0,"GK",14.5,0,7,-4,-0.12,0,0,0,197,78.7,2405,1,0,0,0,0,0,0,0,1,0,0,0,9,39,76.9,0,"1.95",5e+05,0,0,0,1
"507","Venezia","Luca Fiordilino","25",0,0,0,2,0,0.2,0.3,"MF",19.3,10,9,-9,-0.81,3,33.3,0.05,295,85.1,958,5,4,3,16,25,54.5,168,26.8,16,14,10,0,0,0,0,0,"1.77",1e+06,0,0,1,0
"508","Venezia","Dor Peretz","26",0,1,0,2,0,0.7,0.3,"MF",17.1,14,16,-7,-0.59,5,0,0.15,236,77.1,825,5,0,0,14,23,44,117,30.8,9,5,11,0,0,0,0,0,"1.85",1400000,0,0,1,0
"509","Venezia","Francesco Forte","28",1,0,0,3,0,1,0.1,"FW",12.3,8,8,-6,0.23,11,18.2,0.09,77,71.4,127,3,1,0,5,5,60,78,16.7,4,1,3,0,0,0,0,0,"1.87",1700000,1,0,0,0
"510","Venezia","Marco Modolo","32",0,0,0,2,0,0.1,0,"DF",11.5,2,20,-2,-0.18,1,100,0.1,153,81.7,816,0,0,0,3,3,20,35,28.6,11,6,24,0,0,0,0,0,"1.86",4e+05,0,1,0,0
"511","Venezia","Nani","34",0,1,0,1,0,0.1,0.4,"FW",8.4,7,7,-4,0.19,3,0,0.02,128,72.7,405,6,2,0,11,3,33.3,42,14.3,1,7,1,0,0,0,0,0,"1.77",7e+05,1,0,0,0
"512","Venezia","Daan Heymans","22",0,1,0,4,0,0.1,0.3,"MF",7.5,5,12,-5,-0.25,3,33.3,0.04,97,81.4,270,2,2,1,5,4,28.6,44,15.9,8,4,3,0,0,0,0,0,"1.93",1200000,0,0,1,0
"513","Venezia","Maximilian Ullmann","25",0,0,0,0,0,0,0,"DF",7.2,3,10,-3,-1.1,0,0,0,65,69.2,395,0,2,0,7,0,0,26,23.1,8,2,7,0,0,0,0,0,"1.8",2e+06,0,1,0,0
"514","Venezia","David Schnegg","22",0,0,0,1,0,0,0,"DF",4.2,2,10,-1,1.09,0,0,0,85,71.8,604,1,1,0,5,3,50,23,26.1,7,3,6,0,0,0,0,0,"1.85",5e+05,0,1,0,0
"515","Venezia","Jean-Pierre Nsame","28",0,1,0,0,0,0.6,0.6,"FW",7.2,10,4,-2,0.43,6,0,0.1,67,58.2,154,4,2,0,5,1,0,38,42.1,0,0,1,0,0,0,0,0,"1.88",4e+06,1,0,0,0
"516","Venezia","Francesco Di Mariano","25",0,0,0,0,0,0,0.1,"FW",1.8,0,0,-1,-1.88,0,0,0,14,78.6,28,1,1,1,0,1,50,6,16.7,2,0,0,0,0,0,0,0,"1.77",2e+06,1,0,0,0
"517","Venezia","Jacopo Dezi","29",0,0,0,0,0,0,0,"MF",0.5,1,0,0,1.22,1,0,0.04,26,84.6,144,1,3,1,5,0,0,4,0,1,1,0,0,0,0,0,0,"1.78",5e+05,0,0,1,0
"518","Venezia","Nicolas Galazzi","20",0,0,0,0,0,0,0,"DF",0.5,1,0,0,1.22,0,0,0,8,62.5,25,0,0,0,1,1,0,5,20,0,0,0,0,0,0,0,0,"1.82",225000,0,1,0,0
"519","Venezia","Issa Bah","19",0,0,0,0,0,0,0,"FW",0.3,1,1,0,0.58,0,0,0,6,83.3,15,0,0,0,1,0,0,5,20,0,0,0,0,0,0,0,0,"1.81",75000,1,0,0,0
"520","Venezia","Bjarki Bjarkason","21",0,0,0,0,0,0,0,"FW",0.1,1,13,0,0.34,0,0,0,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1.8",150000,1,0,0,0
"521","Venezia","Patrick Leal","18",0,0,0,0,0,0,0,"MF",0.1,1,0,0,-4.73,0,0,0,1,0,0,0,0,0,0,0,0,5,20,1,0,1,0,0,0,0,0,"1.8",75000,0,0,1,0
